set_name,name,price_market,rarity,variant,condition,name_norm,set_norm
Magnificent Mavens,Yata-Garasu,0.32,Ultra Rare,1st Edition,Lightly Played,yatagarasu,magnificent mavens
Flames of Destruction,Elementsaber Molehu,0.32,Ultra Rare,Unlimited,Lightly Played,elementsaber molehu,flames of destruction
25th Anniversary Rarity Collection,Magicalized Fusion (PCR),0.31,Prismatic Collector's Rare,1st Edition,Lightly Played,magicalized fusion pcr,25th anniversary rarity collection
Flames of Destruction,Trickstar Bella Madonna,0.31,Ultra Rare,Unlimited,Moderately Played,trickstar bella madonna,flames of destruction
25th Anniversary Rarity Collection,The Iris Swordsoul (PCR),0.31,Prismatic Collector's Rare,1st Edition,Lightly Played,the iris swordsoul pcr,25th anniversary rarity collection
25th Anniversary Rarity Collection,Tri-Brigade Revolt (Platinum Secret Rare),0.31,Platinum Secret Rare,1st Edition,Lightly Played,tribrigade revolt platinum secret rare,25th anniversary rarity collection
25th Anniversary Rarity Collection,Tri-Brigade Revolt (PUR),0.31,Prismatic Ultimate Rare,1st Edition,Near Mint,tribrigade revolt pur,25th anniversary rarity collection
Magnificent Mavens,Dragonecro Nethersoul Dragon,0.31,Ultra Rare,1st Edition,Moderately Played,dragonecro nethersoul dragon,magnificent mavens
25th Anniversary Rarity Collection,Tour Guide From the Underworld (Secret Rare),0.31,Secret Rare,1st Edition,Moderately Played,tour guide from the underworld secret rare,25th anniversary rarity collection
25th Anniversary Rarity Collection,Ice Barrier (PCR),0.31,Prismatic Collector's Rare,1st Edition,Lightly Played,ice barrier pcr,25th anniversary rarity collection
25th Anniversary Rarity Collection,Inspector Boarder (PUR),0.31,Prismatic Ultimate Rare,1st Edition,Lightly Played,inspector boarder pur,25th anniversary rarity collection
25th Anniversary Rarity Collection,Striker Dragon (PCR),0.31,Prismatic Collector's Rare,1st Edition,Lightly Played,striker dragon pcr,25th anniversary rarity collection
25th Anniversary Rarity Collection,Tour Guide From the Underworld,0.31,Super Rare,1st Edition,Lightly Played,tour guide from the underworld,25th anniversary rarity collection
25th Anniversary Rarity Collection,Knightmare Unicorn (Alternate Art) (Secret Rare),0.31,Secret Rare,1st Edition,Lightly Played,knightmare unicorn alternate art secret rare,25th anniversary rarity collection
25th Anniversary Rarity Collection,Galaxy-Eyes Full Armor Photon Dragon (Secret Rare),0.31,Secret Rare,1st Edition,Near Mint,galaxyeyes full armor photon dragon secret rare,25th anniversary rarity collection
Duel Power,Trickstar Holly Angel,0.31,Ultra Rare,1st Edition,Lightly Played,trickstar holly angel,duel power
25th Anniversary Rarity Collection,Reinforcement of the Army,0.31,Super Rare,1st Edition,Lightly Played,reinforcement of the army,25th anniversary rarity collection
25th Anniversary Rarity Collection,Junk Speeder (PCR),0.31,Prismatic Collector's Rare,1st Edition,Near Mint,junk speeder pcr,25th anniversary rarity collection
Duel Power,Borreload Dragon,0.3,Ultra Rare,1st Edition,Damaged,borreload dragon,duel power
Duel Power,Ghost Ogre & Snow Rabbit,0.3,Ultra Rare,Unlimited,Damaged,ghost ogre  snow rabbit,duel power
25th Anniversary Rarity Collection,Blackwing - Simoon the Poison Wind (PCR),0.3,Prismatic Collector's Rare,1st Edition,Near Mint,blackwing  simoon the poison wind pcr,25th anniversary rarity collection
Magnificent Mavens,Sky Striker Mecha - Shark Cannon,0.3,Ultra Rare,1st Edition,Lightly Played,sky striker mecha  shark cannon,magnificent mavens
Magnificent Mavens,Cyber Revsystem,0.3,Ultra Rare,1st Edition,Moderately Played,cyber revsystem,magnificent mavens
Duel Devastator,Number 101: Silent Honor ARK,0.3,Ultra Rare,1st Edition,Heavily Played,number 101 silent honor ark,duel devastator
25th Anniversary Rarity Collection,Cyber Angel Benten (Platinum Secret Rare),0.3,Platinum Secret Rare,1st Edition,Lightly Played,cyber angel benten platinum secret rare,25th anniversary rarity collection
25th Anniversary Rarity Collection,Striker Dragon (Secret Rare),0.3,Secret Rare,1st Edition,Lightly Played,striker dragon secret rare,25th anniversary rarity collection
25th Anniversary Rarity Collection,Dark Ruler No More (UR),0.3,Ultra Rare,1st Edition,Moderately Played,dark ruler no more ur,25th anniversary rarity collection
25th Anniversary Rarity Collection,Danger!? Jackalope? (Secret Rare),0.3,Secret Rare,1st Edition,Lightly Played,danger jackalope secret rare,25th anniversary rarity collection
25th Anniversary Rarity Collection,"Selene, Queen of the Master Magicians (UR)",0.3,Ultra Rare,1st Edition,Lightly Played,selene queen of the master magicians ur,25th anniversary rarity collection
25th Anniversary Rarity Collection,"Cherubini, Ebon Angel of the Burning Abyss (Secret Rare)",0.3,Secret Rare,1st Edition,Near Mint,cherubini ebon angel of the burning abyss secret rare,25th anniversary rarity collection
25th Anniversary Rarity Collection,Eldlich the Golden Lord (PUR),0.3,Prismatic Ultimate Rare,1st Edition,Lightly Played,eldlich the golden lord pur,25th anniversary rarity collection
Flames of Destruction,Palace of the Elemental Lords,0.3,Ultra Rare,1st Edition,Heavily Played,palace of the elemental lords,flames of destruction
25th Anniversary Rarity Collection,Small World (UR),0.3,Ultra Rare,1st Edition,Lightly Played,small world ur,25th anniversary rarity collection
25th Anniversary Rarity Collection,Masked HERO Dark Law (Secret Rare),0.3,Secret Rare,1st Edition,Lightly Played,masked hero dark law secret rare,25th anniversary rarity collection
25th Anniversary Rarity Collection,Lava Golem (UR),0.3,Ultra Rare,1st Edition,Damaged,lava golem ur,25th anniversary rarity collection
Magnificent Mavens,Instant Fusion,0.3,Ultra Rare,1st Edition,Damaged,instant fusion,magnificent mavens
25th Anniversary Rarity Collection,Mudragon of the Swamp (PUR),0.3,Prismatic Ultimate Rare,1st Edition,Moderately Played,mudragon of the swamp pur,25th anniversary rarity collection
Shadows in Valhalla,Twin Twisters,0.28,Secret Rare,1st Edition,Damaged,twin twisters,shadows in valhalla
25th Anniversary Rarity Collection,Ice Dragon's Prison (Secret Rare),0.28,Secret Rare,1st Edition,Lightly Played,ice dragons prison secret rare,25th anniversary rarity collection
25th Anniversary Rarity Collection,Egyptian God Slime (Secret Rare),0.28,Secret Rare,1st Edition,Lightly Played,egyptian god slime secret rare,25th anniversary rarity collection
25th Anniversary Rarity Collection,Fairy Tail - Luna (PUR),0.28,Prismatic Ultimate Rare,1st Edition,Lightly Played,fairy tail  luna pur,25th anniversary rarity collection
25th Anniversary Rarity Collection,Knightmare Unicorn (Secret Rare),0.28,Secret Rare,1st Edition,Near Mint,knightmare unicorn secret rare,25th anniversary rarity collection
Shadows in Valhalla,Invoked Mechaba,0.28,Super Rare,1st Edition,Heavily Played,invoked mechaba,shadows in valhalla
Duel Power,Hot Red Dragon Archfiend Bane,0.28,Ultra Rare,1st Edition,Moderately Played,hot red dragon archfiend bane,duel power
Duel Power,Predaplant Spider Orchid,0.28,Ultra Rare,1st Edition,Near Mint,predaplant spider orchid,duel power
25th Anniversary Rarity Collection,Fairy Tail - Luna (PCR),0.28,Prismatic Collector's Rare,1st Edition,Lightly Played,fairy tail  luna pcr,25th anniversary rarity collection
Duel Power,Frightfur Patchwork,0.28,Ultra Rare,1st Edition,Moderately Played,frightfur patchwork,duel power
Duel Power,Nekroz of Trishula,0.28,Ultra Rare,1st Edition,Moderately Played,nekroz of trishula,duel power
Duel Devastator,There Can Be Only One,0.28,Ultra Rare,1st Edition,Damaged,there can be only one,duel devastator
Magnificent Mavens,Dark Calling,0.28,Ultra Rare,1st Edition,Near Mint,dark calling,magnificent mavens
25th Anniversary Rarity Collection,Blue-Eyes Abyss Dragon (Secret Rare),0.28,Secret Rare,1st Edition,Lightly Played,blueeyes abyss dragon secret rare,25th anniversary rarity collection
25th Anniversary Rarity Collection,Code Talker Inverted (PUR),0.28,Prismatic Ultimate Rare,1st Edition,Near Mint,code talker inverted pur,25th anniversary rarity collection
25th Anniversary Rarity Collection,Decode Talker Heatsoul (Secret Rare),0.28,Secret Rare,1st Edition,Lightly Played,decode talker heatsoul secret rare,25th anniversary rarity collection
Duel Devastator,Ally of Justice Catastor,0.28,Ultra Rare,1st Edition,Damaged,ally of justice catastor,duel devastator
25th Anniversary Rarity Collection,Downerd Magician (Secret Rare),0.27,Secret Rare,1st Edition,Near Mint,downerd magician secret rare,25th anniversary rarity collection
Duel Devastator,Red Blossoms from Underroot,0.27,Ultra Rare,1st Edition,Moderately Played,red blossoms from underroot,duel devastator
25th Anniversary Rarity Collection,Code Talker Inverted (Platinum Secret Rare),0.27,Platinum Secret Rare,1st Edition,Near Mint,code talker inverted platinum secret rare,25th anniversary rarity collection
25th Anniversary Rarity Collection,Galaxy-Eyes Afterglow Dragon (PCR),0.27,Prismatic Collector's Rare,1st Edition,Lightly Played,galaxyeyes afterglow dragon pcr,25th anniversary rarity collection
25th Anniversary Rarity Collection,Borreload Savage Dragon (Secret Rare),0.27,Secret Rare,1st Edition,Lightly Played,borreload savage dragon secret rare,25th anniversary rarity collection
Magnificent Mavens,A Legendary Ocean,0.27,Ultra Rare,1st Edition,Lightly Played,a legendary ocean,magnificent mavens
Magnificent Mavens,"Yuki-Onna, the Icicle Mayakashi",0.27,Ultra Rare,1st Edition,Near Mint,yukionna the icicle mayakashi,magnificent mavens
25th Anniversary Rarity Collection,Number 100: Numeron Dragon (Platinum Secret Rare),0.27,Platinum Secret Rare,1st Edition,Lightly Played,number 100 numeron dragon platinum secret rare,25th anniversary rarity collection
Magnificent Mavens,Mudora the Sword Oracle,0.26,Ultra Rare,1st Edition,Damaged,mudora the sword oracle,magnificent mavens
25th Anniversary Rarity Collection,Summon Limit (Secret Rare),0.26,Secret Rare,1st Edition,Lightly Played,summon limit secret rare,25th anniversary rarity collection
Duel Devastator,Solemn Strike,0.26,Ultra Rare,1st Edition,Heavily Played,solemn strike,duel devastator
Duel Power,Hot Red Dragon Archfiend King Calamity,0.26,Ultra Rare,1st Edition,Near Mint,hot red dragon archfiend king calamity,duel power
25th Anniversary Rarity Collection,Elder Entity N'tss (UR),0.26,Ultra Rare,1st Edition,Lightly Played,elder entity ntss ur,25th anniversary rarity collection
25th Anniversary Rarity Collection,Blackwing - Simoon the Poison Wind (Platinum Secret Rare),0.26,Platinum Secret Rare,1st Edition,Lightly Played,blackwing  simoon the poison wind platinum secret rare,25th anniversary rarity collection
25th Anniversary Rarity Collection,Eldlich the Golden Lord (Secret Rare),0.26,Secret Rare,1st Edition,Lightly Played,eldlich the golden lord secret rare,25th anniversary rarity collection
25th Anniversary Rarity Collection,Reasoning (PUR),0.25,Prismatic Ultimate Rare,1st Edition,Moderately Played,reasoning pur,25th anniversary rarity collection
25th Anniversary Rarity Collection,Artifact Lancea (UR),0.25,Ultra Rare,1st Edition,Heavily Played,artifact lancea ur,25th anniversary rarity collection
25th Anniversary Rarity Collection,Dimension Shifter (UR),0.25,Ultra Rare,1st Edition,Damaged,dimension shifter ur,25th anniversary rarity collection
Magnificent Mavens,Kelbek the Ancient Vanguard,0.25,Ultra Rare,1st Edition,Heavily Played,kelbek the ancient vanguard,magnificent mavens
Magnificent Mavens,Knightmare Phoenix,0.25,Ultra Rare,1st Edition,Damaged,knightmare phoenix,magnificent mavens
Magnificent Mavens,Surgical Striker - H.A.M.P.,0.25,Ultra Rare,1st Edition,Moderately Played,surgical striker  hamp,magnificent mavens
25th Anniversary Rarity Collection,Egyptian God Slime (Platinum Secret Rare),0.25,Platinum Secret Rare,1st Edition,Moderately Played,egyptian god slime platinum secret rare,25th anniversary rarity collection
25th Anniversary Rarity Collection,Red-Eyes Flare Metal Dragon (PCR),0.25,Prismatic Collector's Rare,1st Edition,Damaged,redeyes flare metal dragon pcr,25th anniversary rarity collection
25th Anniversary Rarity Collection,Ghost Belle & Haunted Mansion,0.25,Super Rare,1st Edition,Damaged,ghost belle  haunted mansion,25th anniversary rarity collection
Magnificent Mavens,Keldo the Sacred Protector,0.25,Ultra Rare,1st Edition,Moderately Played,keldo the sacred protector,magnificent mavens
Magnificent Mavens,Borrelsword Dragon,0.25,Ultra Rare,1st Edition,Moderately Played,borrelsword dragon,magnificent mavens
Magnificent Mavens,Swordsoul Strategist Longyuan,0.25,Ultra Rare,1st Edition,Moderately Played,swordsoul strategist longyuan,magnificent mavens
25th Anniversary Rarity Collection,Small World,0.25,Super Rare,1st Edition,Moderately Played,small world,25th anniversary rarity collection
Flames of Destruction,Red Hared Hasty Horse,0.25,Common / Short Print,Unlimited,Moderately Played,red hared hasty horse,flames of destruction
25th Anniversary Rarity Collection,Ice Barrier (Platinum Secret Rare),0.25,Platinum Secret Rare,1st Edition,Lightly Played,ice barrier platinum secret rare,25th anniversary rarity collection
25th Anniversary Rarity Collection,Vision HERO Faris (Secret Rare),0.25,Secret Rare,1st Edition,Lightly Played,vision hero faris secret rare,25th anniversary rarity collection
25th Anniversary Rarity Collection,Mudragon of the Swamp,0.25,Super Rare,1st Edition,Heavily Played,mudragon of the swamp,25th anniversary rarity collection
25th Anniversary Rarity Collection,Compulsory Evacuation Device (UR),0.25,Ultra Rare,1st Edition,Moderately Played,compulsory evacuation device ur,25th anniversary rarity collection
25th Anniversary Rarity Collection,Change of Heart (UR),0.25,Ultra Rare,1st Edition,Moderately Played,change of heart ur,25th anniversary rarity collection
25th Anniversary Rarity Collection,Summon Limit (PUR),0.25,Prismatic Ultimate Rare,1st Edition,Lightly Played,summon limit pur,25th anniversary rarity collection
25th Anniversary Rarity Collection,Ghostrick Angel of Mischief (Platinum Secret Rare),0.25,Platinum Secret Rare,1st Edition,Moderately Played,ghostrick angel of mischief platinum secret rare,25th anniversary rarity collection
25th Anniversary Rarity Collection,"Artemis, the Magistus Moon Maiden (PCR)",0.25,Prismatic Collector's Rare,1st Edition,Moderately Played,artemis the magistus moon maiden pcr,25th anniversary rarity collection
25th Anniversary Rarity Collection,Chaos Space (PUR),0.25,Prismatic Ultimate Rare,1st Edition,Damaged,chaos space pur,25th anniversary rarity collection
25th Anniversary Rarity Collection,Time Thief Redoer (PCR),0.25,Prismatic Collector's Rare,1st Edition,Damaged,time thief redoer pcr,25th anniversary rarity collection
25th Anniversary Rarity Collection,Knightmare Unicorn (Platinum Secret Rare),0.25,Platinum Secret Rare,1st Edition,Heavily Played,knightmare unicorn platinum secret rare,25th anniversary rarity collection
Duel Devastator,Different Dimension Ground,0.25,Ultra Rare,1st Edition,Damaged,different dimension ground,duel devastator
25th Anniversary Rarity Collection,Chaos Space (Secret Rare),0.25,Secret Rare,1st Edition,Lightly Played,chaos space secret rare,25th anniversary rarity collection
Duel Power,Utopic Onomatopoeia,0.25,Ultra Rare,1st Edition,Near Mint,utopic onomatopoeia,duel power
Duel Power,Double or Nothing!,0.25,Ultra Rare,1st Edition,Heavily Played,double or nothing,duel power
Duel Power,Gouki Cage Match,0.25,Ultra Rare,1st Edition,Moderately Played,gouki cage match,duel power
Duel Power,Aromage Rosemary,0.25,Ultra Rare,1st Edition,Heavily Played,aromage rosemary,duel power
Duel Power,Ghost Reaper & Winter Cherries,0.25,Ultra Rare,1st Edition,Moderately Played,ghost reaper  winter cherries,duel power
Duel Devastator,Dinowrestler Pankratops,0.25,Ultra Rare,1st Edition,Heavily Played,dinowrestler pankratops,duel devastator
Duel Devastator,Ghost Ogre & Snow Rabbit,0.25,Ultra Rare,1st Edition,Heavily Played,ghost ogre  snow rabbit,duel devastator
25th Anniversary Rarity Collection,Harpie's Feather Storm (UR),0.25,Ultra Rare,1st Edition,Moderately Played,harpies feather storm ur,25th anniversary rarity collection
Duel Devastator,Stardust Spark Dragon,0.25,Ultra Rare,1st Edition,Heavily Played,stardust spark dragon,duel devastator
Duel Devastator,Cosmic Cyclone,0.25,Ultra Rare,1st Edition,Damaged,cosmic cyclone,duel devastator
Shadows in Valhalla,Yellow Dragon Ninja,0.25,Secret Rare,1st Edition,Moderately Played,yellow dragon ninja,shadows in valhalla
25th Anniversary Rarity Collection,Time Thief Redoer (Secret Rare),0.25,Secret Rare,1st Edition,Moderately Played,time thief redoer secret rare,25th anniversary rarity collection
Shadows in Valhalla,Hidden Village of Ninjitsu Arts,0.25,Secret Rare,1st Edition,Damaged,hidden village of ninjitsu arts,shadows in valhalla
Shadows in Valhalla,Windwitch - Ice Bell,0.25,Secret Rare,1st Edition,Damaged,windwitch  ice bell,shadows in valhalla
Shadows in Valhalla,Ninjitsu Art of Mirage-Transformation,0.25,Secret Rare,1st Edition,Lightly Played,ninjitsu art of miragetransformation,shadows in valhalla
Shadows in Valhalla,El Shaddoll Winda,0.25,Secret Rare,1st Edition,Damaged,el shaddoll winda,shadows in valhalla
Shadows in Valhalla,Outer Entity Azathot,0.25,Secret Rare,1st Edition,Heavily Played,outer entity azathot,shadows in valhalla
Shadows in Valhalla,Mist Valley Apex Avian,0.25,Super Rare,1st Edition,Moderately Played,mist valley apex avian,shadows in valhalla
25th Anniversary Rarity Collection,Vision HERO Faris (UR),0.24,Ultra Rare,1st Edition,Near Mint,vision hero faris ur,25th anniversary rarity collection
25th Anniversary Rarity Collection,Spellbook of Judgment (PCR),0.24,Prismatic Collector's Rare,1st Edition,Near Mint,spellbook of judgment pcr,25th anniversary rarity collection
25th Anniversary Rarity Collection,Ancient Fairy Dragon (UR),0.24,Ultra Rare,1st Edition,Lightly Played,ancient fairy dragon ur,25th anniversary rarity collection
25th Anniversary Rarity Collection,Ice Barrier (Secret Rare),0.24,Secret Rare,1st Edition,Lightly Played,ice barrier secret rare,25th anniversary rarity collection
Magnificent Mavens,Swordsoul of Taia,0.24,Ultra Rare,1st Edition,Near Mint,swordsoul of taia,magnificent mavens
Magnificent Mavens,Sky Striker Ace - Raye,0.24,Ultra Rare,1st Edition,Damaged,sky striker ace  raye,magnificent mavens
Magnificent Mavens,Sky Striker Ace - Hayate,0.24,Ultra Rare,1st Edition,Damaged,sky striker ace  hayate,magnificent mavens
25th Anniversary Rarity Collection,"Cherubini, Ebon Angel of the Burning Abyss (Platinum Secret Rare)",0.24,Platinum Secret Rare,1st Edition,Moderately Played,cherubini ebon angel of the burning abyss platinum secret rare,25th anniversary rarity collection
Duel Power,Mark of the Rose,0.24,Ultra Rare,1st Edition,Near Mint,mark of the rose,duel power
25th Anniversary Rarity Collection,Dogmatika Punishment (UR),0.24,Ultra Rare,1st Edition,Lightly Played,dogmatika punishment ur,25th anniversary rarity collection
Magnificent Mavens,Swordsoul Sinister Sovereign - Qixing Longyuan,0.24,Ultra Rare,1st Edition,Near Mint,swordsoul sinister sovereign  qixing longyuan,magnificent mavens
Duel Power,Vision HERO Vyon,0.24,Ultra Rare,1st Edition,Damaged,vision hero vyon,duel power
Duel Devastator,Ghost Sister & Spooky Dogwood,0.23,Ultra Rare,1st Edition,Moderately Played,ghost sister  spooky dogwood,duel devastator
Shadows in Valhalla,Mermail Abyssmegalo,0.23,Super Rare,1st Edition,Moderately Played,mermail abyssmegalo,shadows in valhalla
25th Anniversary Rarity Collection,Number 100: Numeron Dragon (Secret Rare),0.23,Secret Rare,1st Edition,Near Mint,number 100 numeron dragon secret rare,25th anniversary rarity collection
Magnificent Mavens,Pendulum Call,0.23,Ultra Rare,1st Edition,Lightly Played,pendulum call,magnificent mavens
Flames of Destruction,Batteryman Solar,0.23,Common / Short Print,1st Edition,Heavily Played,batteryman solar,flames of destruction
Magnificent Mavens,Sky Striker Ace - Shizuku,0.23,Ultra Rare,1st Edition,Near Mint,sky striker ace  shizuku,magnificent mavens
25th Anniversary Rarity Collection,"Alpha, the Master of Beasts (PCR)",0.23,Prismatic Collector's Rare,1st Edition,Lightly Played,alpha the master of beasts pcr,25th anniversary rarity collection
Flames of Destruction,Moulinglacia the Elemental Lord,0.23,Super Rare,Limited,Heavily Played,moulinglacia the elemental lord,flames of destruction
Duel Power,Nekroz of Unicore,0.23,Ultra Rare,Unlimited,Moderately Played,nekroz of unicore,duel power
Magnificent Mavens,Ghost Meets Girl - A Masterful Mayakashi Shiranui Saga,0.23,Ultra Rare,1st Edition,Lightly Played,ghost meets girl  a masterful mayakashi shiranui saga,magnificent mavens
Duel Power,Thunder Dragon Thunderstormech,0.22,Ultra Rare,1st Edition,Moderately Played,thunder dragon thunderstormech,duel power
25th Anniversary Rarity Collection,Mudragon of the Swamp (UR),0.22,Ultra Rare,1st Edition,Lightly Played,mudragon of the swamp ur,25th anniversary rarity collection
25th Anniversary Rarity Collection,The Iris Swordsoul (Secret Rare),0.22,Secret Rare,1st Edition,Lightly Played,the iris swordsoul secret rare,25th anniversary rarity collection
25th Anniversary Rarity Collection,Pre-Preparation of Rites (Secret Rare),0.22,Secret Rare,1st Edition,Damaged,prepreparation of rites secret rare,25th anniversary rarity collection
